(at time 1, process idx=0 , remaining cpu-burst=15) run-queue [1 2 3 4 5 6 7 8 9], wait-queue []
(at time 8096, process idx=1 , remaining cpu-burst=9) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=6)]
(at time 8097, process idx=1 , remaining cpu-burst=8) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=5)]
(at time 8098, process idx=1 , remaining cpu-burst=7) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=4)]
(at time 8099, process idx=1 , remaining cpu-burst=6) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=3)]
(at time 8100, process idx=1 , remaining cpu-burst=5) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=2)]
(at time 8101, process idx=1 , remaining cpu-burst=4) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=1)]
(at time 8102, process idx=1 , remaining cpu-burst=3) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8103, process idx=1 , remaining cpu-burst=2) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8104, process idx=1 , remaining cpu-burst=1) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8105, process idx=9 , remaining cpu-burst=15) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=5)]
(at time 8106, process idx=9 , remaining cpu-burst=14) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=4)]
(at time 8107, process idx=9 , remaining cpu-burst=13) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=3)]
(at time 8108, process idx=9 , remaining cpu-burst=12) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=2)]
(at time 8109, process idx=9 , remaining cpu-burst=11) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=1)]
(at time 8110, process idx=9 , remaining cpu-burst=10) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8111, process idx=9 , remaining cpu-burst=9) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8112, process idx=9 , remaining cpu-burst=8) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8113, process idx=9 , remaining cpu-burst=7) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8114, process idx=9 , remaining cpu-burst=6) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8115, process idx=9 , remaining cpu-burst=5) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8116, process idx=9 , remaining cpu-burst=4) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8117, process idx=9 , remaining cpu-burst=3) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8118, process idx=9 , remaining cpu-burst=2) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8119, process idx=9 , remaining cpu-burst=1) run-queue [2 0 4 3 5 6 7 8 1], wait-queue []
(at time 8120, process idx=2 , remaining cpu-burst=12) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=8)]
(at time 8121, process idx=2 , remaining cpu-burst=11) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=7)]
(at time 8122, process idx=2 , remaining cpu-burst=10) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=6)]
(at time 8123, process idx=2 , remaining cpu-burst=9) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=5)]
(at time 8124, process idx=2 , remaining cpu-burst=8) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=4)]
(at time 8125, process idx=2 , remaining cpu-burst=7) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=3)]
(at time 8126, process idx=2 , remaining cpu-burst=6) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=2)]
(at time 8127, process idx=2 , remaining cpu-burst=5) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=1)]
(at time 8128, process idx=2 , remaining cpu-burst=4) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8129, process idx=2 , remaining cpu-burst=3) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8130, process idx=2 , remaining cpu-burst=2) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8131, process idx=2 , remaining cpu-burst=1) run-queue [0 4 3 5 6 7 8 1 9], wait-queue []
(at time 8132, process idx=0 , remaining cpu-burst=10) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=14)]
(at time 8133, process idx=0 , remaining cpu-burst=9) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=13)]
(at time 8134, process idx=0 , remaining cpu-burst=8) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=12)]
(at time 8135, process idx=0 , remaining cpu-burst=7) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=11)]
(at time 8136, process idx=0 , remaining cpu-burst=6) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=10)]
(at time 8137, process idx=0 , remaining cpu-burst=5) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=9)]
(at time 8138, process idx=0 , remaining cpu-burst=4) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=8)]
(at time 8139, process idx=0 , remaining cpu-burst=3) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=7)]
(at time 8140, process idx=0 , remaining cpu-burst=2) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=6)]
(at time 8141, process idx=0 , remaining cpu-burst=1) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=5)]
(at time 8142, process idx=4 , remaining cpu-burst=17) run-queue [3 5 6 7 8 1 9], wait-queue [2(io=4) 0(io=12)]
(at time 8143, process idx=4 , remaining cpu-burst=16) run-queue [3 5 6 7 8 1 9], wait-queue [2(io=3) 0(io=11)]
(at time 8144, process idx=4 , remaining cpu-burst=15) run-queue [3 5 6 7 8 1 9], wait-queue [2(io=2) 0(io=10)]
(at time 8145, process idx=4 , remaining cpu-burst=14) run-queue [3 5 6 7 8 1 9], wait-queue [2(io=1) 0(io=9)]
(at time 8146, process idx=4 , remaining cpu-burst=13) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=8)]
(at time 8147, process idx=4 , remaining cpu-burst=12) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=7)]
(at time 8148, process idx=4 , remaining cpu-burst=11) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=6)]
(at time 8149, process idx=4 , remaining cpu-burst=10) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=5)]
(at time 8150, process idx=4 , remaining cpu-burst=9) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=4)]
(at time 8151, process idx=4 , remaining cpu-burst=8) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=3)]
(at time 8152, process idx=4 , remaining cpu-burst=7) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=2)]
(at time 8153, process idx=4 , remaining cpu-burst=6) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=1)]
(at time 8154, process idx=4 , remaining cpu-burst=5) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8155, process idx=4 , remaining cpu-burst=4) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8156, process idx=4 , remaining cpu-burst=3) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8157, process idx=4 , remaining cpu-burst=2) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8158, process idx=4 , remaining cpu-burst=1) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8159, process idx=3 , remaining cpu-burst=7) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=12)]
(at time 8160, process idx=3 , remaining cpu-burst=6) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=11)]
(at time 8161, process idx=3 , remaining cpu-burst=5) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=10)]
(at time 8162, process idx=3 , remaining cpu-burst=4) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=9)]
(at time 8163, process idx=3 , remaining cpu-burst=3) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=8)]
(at time 8164, process idx=3 , remaining cpu-burst=2) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=7)]
(at time 8165, process idx=3 , remaining cpu-burst=1) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=6)]
(at time 8166, process idx=5 , remaining cpu-burst=15) run-queue [6 7 8 1 9 2 0], wait-queue [4(io=5) 3(io=9)]
(at time 8167, process idx=5 , remaining cpu-burst=14) run-queue [6 7 8 1 9 2 0], wait-queue [4(io=4) 3(io=8)]
(at time 8168, process idx=5 , remaining cpu-burst=13) run-queue [6 7 8 1 9 2 0], wait-queue [4(io=3) 3(io=7)]
(at time 8169, process idx=5 , remaining cpu-burst=12) run-queue [6 7 8 1 9 2 0], wait-queue [4(io=2) 3(io=6)]
(at time 8170, process idx=5 , remaining cpu-burst=11) run-queue [6 7 8 1 9 2 0], wait-queue [4(io=1) 3(io=5)]
(at time 8171, process idx=5 , remaining cpu-burst=10) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=4)]
(at time 8172, process idx=5 , remaining cpu-burst=9) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=3)]
(at time 8173, process idx=5 , remaining cpu-burst=8) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=2)]
(at time 8174, process idx=5 , remaining cpu-burst=7) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=1)]
(at time 8175, process idx=5 , remaining cpu-burst=6) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8176, process idx=5 , remaining cpu-burst=5) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8177, process idx=5 , remaining cpu-burst=4) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8178, process idx=5 , remaining cpu-burst=3) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8179, process idx=5 , remaining cpu-burst=2) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8180, process idx=5 , remaining cpu-burst=1) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8181, process idx=6 , remaining cpu-burst=8) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=8)]
(at time 8182, process idx=6 , remaining cpu-burst=7) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=7)]
(at time 8183, process idx=6 , remaining cpu-burst=6) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=6)]
(at time 8184, process idx=6 , remaining cpu-burst=5) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=5)]
(at time 8185, process idx=6 , remaining cpu-burst=4) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=4)]
(at time 8186, process idx=6 , remaining cpu-burst=3) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=3)]
(at time 8187, process idx=6 , remaining cpu-burst=2) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=2)]
(at time 8188, process idx=6 , remaining cpu-burst=1) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=1)]
(at time 8189, process idx=7 , remaining cpu-burst=8) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=14)]
(at time 8190, process idx=7 , remaining cpu-burst=7) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=13)]
(at time 8191, process idx=7 , remaining cpu-burst=6) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=12)]
(at time 8192, process idx=7 , remaining cpu-burst=5) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=11)]
(at time 8193, process idx=7 , remaining cpu-burst=4) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=10)]
(at time 8194, process idx=7 , remaining cpu-burst=3) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=9)]
(at time 8195, process idx=7 , remaining cpu-burst=2) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=8)]
(at time 8196, process idx=7 , remaining cpu-burst=1) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=7)]
(at time 8197, process idx=8 , remaining cpu-burst=6) run-queue [1 9 2 0 4 3 5], wait-queue [6(io=6) 7(io=6)]
(at time 8198, process idx=8 , remaining cpu-burst=5) run-queue [1 9 2 0 4 3 5], wait-queue [6(io=5) 7(io=5)]
(at time 8199, process idx=8 , remaining cpu-burst=4) run-queue [1 9 2 0 4 3 5], wait-queue [6(io=4) 7(io=4)]
(at time 8200, process idx=8 , remaining cpu-burst=3) run-queue [1 9 2 0 4 3 5], wait-queue [6(io=3) 7(io=3)]
(at time 8201, process idx=8 , remaining cpu-burst=2) run-queue [1 9 2 0 4 3 5], wait-queue [6(io=2) 7(io=2)]
(at time 8202, process idx=8 , remaining cpu-burst=1) run-queue [1 9 2 0 4 3 5], wait-queue [6(io=1) 7(io=1)]
(at time 8203, process idx=1 , remaining cpu-burst=14) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=11)]
(at time 8204, process idx=1 , remaining cpu-burst=13) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=10)]
(at time 8205, process idx=1 , remaining cpu-burst=12) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=9)]
(at time 8206, process idx=1 , remaining cpu-burst=11) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=8)]
(at time 8207, process idx=1 , remaining cpu-burst=10) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=7)]
(at time 8208, process idx=1 , remaining cpu-burst=9) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=6)]
(at time 8209, process idx=1 , remaining cpu-burst=8) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=5)]
(at time 8210, process idx=1 , remaining cpu-burst=7) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=4)]
(at time 8211, process idx=1 , remaining cpu-burst=6) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=3)]
(at time 8212, process idx=1 , remaining cpu-burst=5) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=2)]
(at time 8213, process idx=1 , remaining cpu-burst=4) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=1)]
(at time 8214, process idx=1 , remaining cpu-burst=3) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8215, process idx=1 , remaining cpu-burst=2) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8216, process idx=1 , remaining cpu-burst=1) run-queue [9 2 0 4 3 5 6 7 8], wait-queue []
(at time 8217, process idx=9 , remaining cpu-burst=5) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=13)]
(at time 8218, process idx=9 , remaining cpu-burst=4) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=12)]
(at time 8219, process idx=9 , remaining cpu-burst=3) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=11)]
(at time 8220, process idx=9 , remaining cpu-burst=2) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=10)]
(at time 8221, process idx=9 , remaining cpu-burst=1) run-queue [2 0 4 3 5 6 7 8], wait-queue [1(io=9)]
(at time 8222, process idx=2 , remaining cpu-burst=9) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=8) 9(io=11)]
(at time 8223, process idx=2 , remaining cpu-burst=8) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=7) 9(io=10)]
(at time 8224, process idx=2 , remaining cpu-burst=7) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=6) 9(io=9)]
(at time 8225, process idx=2 , remaining cpu-burst=6) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=5) 9(io=8)]
(at time 8226, process idx=2 , remaining cpu-burst=5) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=4) 9(io=7)]
(at time 8227, process idx=2 , remaining cpu-burst=4) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=3) 9(io=6)]
(at time 8228, process idx=2 , remaining cpu-burst=3) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=2) 9(io=5)]
(at time 8229, process idx=2 , remaining cpu-burst=2) run-queue [0 4 3 5 6 7 8], wait-queue [1(io=1) 9(io=4)]
(at time 8230, process idx=2 , remaining cpu-burst=1) run-queue [0 4 3 5 6 7 8 1], wait-queue [9(io=3)]
(at time 8231, process idx=0 , remaining cpu-burst=16) run-queue [4 3 5 6 7 8 1], wait-queue [9(io=2) 2(io=7)]
(at time 8232, process idx=0 , remaining cpu-burst=15) run-queue [4 3 5 6 7 8 1], wait-queue [9(io=1) 2(io=6)]
(at time 8233, process idx=0 , remaining cpu-burst=14) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=5)]
(at time 8234, process idx=0 , remaining cpu-burst=13) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=4)]
(at time 8235, process idx=0 , remaining cpu-burst=12) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=3)]
(at time 8236, process idx=0 , remaining cpu-burst=11) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=2)]
(at time 8237, process idx=0 , remaining cpu-burst=10) run-queue [4 3 5 6 7 8 1 9], wait-queue [2(io=1)]
(at time 8238, process idx=0 , remaining cpu-burst=9) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8239, process idx=0 , remaining cpu-burst=8) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8240, process idx=0 , remaining cpu-burst=7) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8241, process idx=0 , remaining cpu-burst=6) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8242, process idx=0 , remaining cpu-burst=5) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8243, process idx=0 , remaining cpu-burst=4) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8244, process idx=0 , remaining cpu-burst=3) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8245, process idx=0 , remaining cpu-burst=2) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8246, process idx=0 , remaining cpu-burst=1) run-queue [4 3 5 6 7 8 1 9 2], wait-queue []
(at time 8247, process idx=4 , remaining cpu-burst=9) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=6)]
(at time 8248, process idx=4 , remaining cpu-burst=8) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=5)]
(at time 8249, process idx=4 , remaining cpu-burst=7) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=4)]
(at time 8250, process idx=4 , remaining cpu-burst=6) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=3)]
(at time 8251, process idx=4 , remaining cpu-burst=5) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=2)]
(at time 8252, process idx=4 , remaining cpu-burst=4) run-queue [3 5 6 7 8 1 9 2], wait-queue [0(io=1)]
(at time 8253, process idx=4 , remaining cpu-burst=3) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8254, process idx=4 , remaining cpu-burst=2) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8255, process idx=4 , remaining cpu-burst=1) run-queue [3 5 6 7 8 1 9 2 0], wait-queue []
(at time 8256, process idx=3 , remaining cpu-burst=18) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=9)]
(at time 8257, process idx=3 , remaining cpu-burst=17) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=8)]
(at time 8258, process idx=3 , remaining cpu-burst=16) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=7)]
(at time 8259, process idx=3 , remaining cpu-burst=15) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=6)]
(at time 8260, process idx=3 , remaining cpu-burst=14) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=5)]
(at time 8261, process idx=3 , remaining cpu-burst=13) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=4)]
(at time 8262, process idx=3 , remaining cpu-burst=12) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=3)]
(at time 8263, process idx=3 , remaining cpu-burst=11) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=2)]
(at time 8264, process idx=3 , remaining cpu-burst=10) run-queue [5 6 7 8 1 9 2 0], wait-queue [4(io=1)]
(at time 8265, process idx=3 , remaining cpu-burst=9) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8266, process idx=3 , remaining cpu-burst=8) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8267, process idx=3 , remaining cpu-burst=7) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8268, process idx=3 , remaining cpu-burst=6) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8269, process idx=3 , remaining cpu-burst=5) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8270, process idx=3 , remaining cpu-burst=4) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8271, process idx=3 , remaining cpu-burst=3) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8272, process idx=3 , remaining cpu-burst=2) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8273, process idx=3 , remaining cpu-burst=1) run-queue [5 6 7 8 1 9 2 0 4], wait-queue []
(at time 8274, process idx=5 , remaining cpu-burst=14) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=6)]
(at time 8275, process idx=5 , remaining cpu-burst=13) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=5)]
(at time 8276, process idx=5 , remaining cpu-burst=12) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=4)]
(at time 8277, process idx=5 , remaining cpu-burst=11) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=3)]
(at time 8278, process idx=5 , remaining cpu-burst=10) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=2)]
(at time 8279, process idx=5 , remaining cpu-burst=9) run-queue [6 7 8 1 9 2 0 4], wait-queue [3(io=1)]
(at time 8280, process idx=5 , remaining cpu-burst=8) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8281, process idx=5 , remaining cpu-burst=7) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8282, process idx=5 , remaining cpu-burst=6) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8283, process idx=5 , remaining cpu-burst=5) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8284, process idx=5 , remaining cpu-burst=4) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8285, process idx=5 , remaining cpu-burst=3) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8286, process idx=5 , remaining cpu-burst=2) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8287, process idx=5 , remaining cpu-burst=1) run-queue [6 7 8 1 9 2 0 4 3], wait-queue []
(at time 8288, process idx=6 , remaining cpu-burst=13) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=6)]
(at time 8289, process idx=6 , remaining cpu-burst=12) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=5)]
(at time 8290, process idx=6 , remaining cpu-burst=11) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=4)]
(at time 8291, process idx=6 , remaining cpu-burst=10) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=3)]
(at time 8292, process idx=6 , remaining cpu-burst=9) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=2)]
(at time 8293, process idx=6 , remaining cpu-burst=8) run-queue [7 8 1 9 2 0 4 3], wait-queue [5(io=1)]
(at time 8294, process idx=6 , remaining cpu-burst=7) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8295, process idx=6 , remaining cpu-burst=6) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8296, process idx=6 , remaining cpu-burst=5) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8297, process idx=6 , remaining cpu-burst=4) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8298, process idx=6 , remaining cpu-burst=3) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8299, process idx=6 , remaining cpu-burst=2) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8300, process idx=6 , remaining cpu-burst=1) run-queue [7 8 1 9 2 0 4 3 5], wait-queue []
(at time 8301, process idx=7 , remaining cpu-burst=10) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=8)]
(at time 8302, process idx=7 , remaining cpu-burst=9) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=7)]
(at time 8303, process idx=7 , remaining cpu-burst=8) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=6)]
(at time 8304, process idx=7 , remaining cpu-burst=7) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=5)]
(at time 8305, process idx=7 , remaining cpu-burst=6) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=4)]
(at time 8306, process idx=7 , remaining cpu-burst=5) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=3)]
(at time 8307, process idx=7 , remaining cpu-burst=4) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=2)]
(at time 8308, process idx=7 , remaining cpu-burst=3) run-queue [8 1 9 2 0 4 3 5], wait-queue [6(io=1)]
(at time 8309, process idx=7 , remaining cpu-burst=2) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 8310, process idx=7 , remaining cpu-burst=1) run-queue [8 1 9 2 0 4 3 5 6], wait-queue []
(at time 8311, process idx=8 , remaining cpu-burst=10) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=4)]
(at time 8312, process idx=8 , remaining cpu-burst=9) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=3)]
(at time 8313, process idx=8 , remaining cpu-burst=8) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=2)]
(at time 8314, process idx=8 , remaining cpu-burst=7) run-queue [1 9 2 0 4 3 5 6], wait-queue [7(io=1)]
(at time 8315, process idx=8 , remaining cpu-burst=6) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8316, process idx=8 , remaining cpu-burst=5) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8317, process idx=8 , remaining cpu-burst=4) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8318, process idx=8 , remaining cpu-burst=3) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8319, process idx=8 , remaining cpu-burst=2) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8320, process idx=8 , remaining cpu-burst=1) run-queue [1 9 2 0 4 3 5 6 7], wait-queue []
(at time 8321, process idx=1 , remaining cpu-burst=11) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=8)]
(at time 8322, process idx=1 , remaining cpu-burst=10) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=7)]
(at time 8323, process idx=1 , remaining cpu-burst=9) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=6)]
(at time 8324, process idx=1 , remaining cpu-burst=8) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=5)]
(at time 8325, process idx=1 , remaining cpu-burst=7) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=4)]
(at time 8326, process idx=1 , remaining cpu-burst=6) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=3)]
(at time 8327, process idx=1 , remaining cpu-burst=5) run-queue [9 2 0 4 3 5 6 7], wait-queue [8(io=2)]
